x,y,land_cover,site,cluster_label,grad_cam_value
3,9,Tree,0,0,0.0
4,9,Tree,0,0,0.0
5,9,Grass,0,0,0.0
6,9,Grass,0,0,0.0
7,9,Crops,0,3,0.11938177794218063
8,9,Crops,0,3,0.6351093053817749
9,9,Crops,0,3,0.5410548448562622
10,9,Crops,0,3,0.5350654125213623
11,9,Crops,0,3,0.346405029296875
12,9,Crops,0,3,0.3789406418800354
13,9,Crops,0,3,0.2500249147415161
14,9,Crops,0,0,0.0
15,9,Crops,0,3,0.1823291778564453
16,9,Crops,0,3,0.1204264834523201
17,9,Built-Up,0,0,0.0
18,9,Tree,0,0,0.0
0,10,Built-Up,0,0,0.0
1,10,Tree,0,0,0.0
2,10,Tree,0,0,0.0
3,10,Tree,0,0,0.0
4,10,Grass,0,0,0.0
5,10,Crops,0,0,0.0
6,10,Crops,0,0,0.0
7,10,Crops,0,3,0.007228296250104904
8,10,Crops,0,3,0.19754521548748016
9,10,Crops,0,3,0.43928998708724976
10,10,Crops,0,3,0.3631199300289154
11,10,Crops,0,3,0.3051588535308838
12,10,Crops,0,3,0.28620612621307373
13,10,Crops,0,3,0.27477145195007324
14,10,Crops,0,3,0.011144360527396202
15,10,Crops,0,3,0.3606923222541809
16,10,Crops,0,3,0.23494356870651245
17,10,Built-Up,0,3,0.28369125723838806
18,10,Tree,0,0,0.0
0,11,Built-Up,0,1,0.026981951668858528
1,11,Grass,0,0,0.0
2,11,Grass,0,0,0.0
3,11,Crops,0,0,0.0
4,11,Crops,0,0,0.0
5,11,Crops,0,0,0.0
6,11,Crops,0,0,0.0
7,11,Crops,0,0,0.0
8,11,Crops,0,0,0.0
9,11,Crops,0,0,0.0
10,11,Crops,0,0,0.0
11,11,Crops,0,3,0.2362440973520279
12,11,Crops,0,3,0.22966614365577698
13,11,Crops,0,3,0.05535747483372688
14,11,Crops,0,0,0.0
15,11,Crops,0,3,0.17302371561527252
16,11,Crops,0,3,0.17735961079597473
17,11,Crops,0,3,0.3128435015678406
18,11,Crops,0,0,0.0
0,12,Crops,0,1,0.2884622812271118
1,12,Crops,0,1,0.12334166467189789
2,12,Crops,0,1,0.03340882807970047
3,12,Crops,0,0,0.0
4,12,Crops,0,0,0.0
5,12,Crops,0,0,0.0
6,12,Crops,0,0,0.0
7,12,Crops,0,0,0.0
8,12,Crops,0,0,0.0
9,12,Crops,0,0,0.0
10,12,Crops,0,0,0.0
11,12,Crops,0,0,0.0
12,12,Crops,0,3,0.0856543704867363
13,12,Crops,0,3,0.09735500067472458
14,12,Crops,0,0,0.0
15,12,Crops,0,3,0.16837331652641296
16,12,Crops,0,3,0.04007686674594879
17,12,Crops,0,3,0.3220983147621155
18,12,Crops,0,0,0.0
0,13,Crops,0,1,0.4124596118927002
1,13,Crops,0,1,0.1978190392255783
2,13,Crops,0,1,0.7663924098014832
3,13,Built-Up,0,1,0.0849553793668747
4,13,Crops,0,0,0.0
5,13,Crops,0,0,0.0
6,13,Crops,0,0,0.0
7,13,Crops,0,0,0.0
8,13,Crops,0,1,0.19843922555446625
9,13,Crops,0,0,0.0
10,13,Crops,0,0,0.0
11,13,Crops,0,0,0.0
12,13,Crops,0,0,0.0
13,13,Crops,0,0,0.0
14,13,Crops,0,0,0.0
15,13,Crops,0,3,0.04041948914527893
16,13,Crops,0,0,0.0
17,13,Crops,0,3,0.01247906032949686
18,13,Crops,0,0,0.0
0,14,Crops,0,1,0.32433462142944336
1,14,Crops,0,1,0.2059149146080017
2,14,Crops,0,1,1.0
3,14,Crops,0,1,0.6968536972999573
4,14,Crops,0,0,0.0
5,14,Crops,0,0,0.0
6,14,Crops,0,0,0.0
7,14,Crops,0,0,0.0
8,14,Crops,0,1,0.05741073936223984
9,14,Crops,0,0,0.0
10,14,Crops,0,0,0.0
11,14,Crops,0,0,0.0
12,14,Crops,0,0,0.0
13,14,Crops,0,0,0.0
14,14,Crops,0,0,0.0
15,14,Crops,0,0,0.0
16,14,Crops,0,0,0.0
17,14,Crops,0,0,0.0
18,14,Crops,0,0,0.0
0,15,Crops,0,1,0.2585587203502655
1,15,Crops,0,1,0.1170734390616417
2,15,Crops,0,1,0.8811848163604736
3,15,Crops,0,1,0.7816707491874695
4,15,Crops,0,1,0.5095780491828918
5,15,Crops,0,1,0.11292946338653564
6,15,Crops,0,0,0.0
7,15,Crops,0,1,0.2501119077205658
8,15,Crops,0,1,0.22406920790672302
9,15,Crops,0,1,0.08369823545217514
10,15,Crops,0,0,0.0
11,15,Crops,0,0,0.0
12,15,Crops,0,0,0.0
13,15,Crops,0,0,0.0
14,15,Crops,0,0,0.0
15,15,Crops,0,0,0.0
16,15,Crops,0,0,0.0
17,15,Crops,0,0,0.0
18,15,Crops,0,0,0.0
0,16,Crops,0,0,0.0
1,16,Crops,0,0,0.0
2,16,Crops,0,0,0.0
3,16,Crops,0,1,0.3209918439388275
4,16,Crops,0,1,0.6276496648788452
5,16,Crops,0,1,0.439635306596756
6,16,Crops,0,1,0.3882168233394623
7,16,Crops,0,1,0.1714789718389511
8,16,Crops,0,1,0.11169438809156418
9,16,Crops,0,1,0.3500441312789917
10,16,Crops,0,1,0.5282184481620789
11,16,Crops,0,0,0.0
12,16,Crops,0,0,0.0
13,16,Crops,0,0,0.0
14,16,Crops,0,0,0.0
15,16,Crops,0,0,0.0
16,16,Crops,0,0,0.0
17,16,Crops,0,0,0.0
18,16,Crops,0,0,0.0
0,17,Crops,0,0,0.0
1,17,Crops,0,0,0.0
2,17,Crops,0,0,0.0
3,17,Crops,0,0,0.0
4,17,Crops,0,1,0.052330877631902695
5,17,Crops,0,1,0.004346507601439953
6,17,Crops,0,0,0.0
7,17,Crops,0,1,0.040611423552036285
8,17,Crops,0,1,0.10768960416316986
9,17,Crops,0,1,0.29944008588790894
10,17,Crops,0,1,0.7713055610656738
11,17,Crops,0,1,0.4051550626754761
12,17,Built-Up,0,1,0.05135760083794594
13,17,Crops,0,0,0.0
14,17,Crops,0,1,0.031236039474606514
15,17,Crops,0,1,0.34957531094551086
16,17,Crops,0,1,0.003510749898850918
17,17,Crops,0,0,0.0
18,17,Crops,0,0,0.0
0,18,Crops,0,0,0.0
1,18,Crops,0,0,0.0
2,18,Crops,0,0,0.0
3,18,Crops,0,0,0.0
4,18,Crops,0,0,0.0
5,18,Crops,0,0,0.0
6,18,Crops,0,0,0.0
7,18,Crops,0,0,0.0
8,18,Crops,0,0,0.0
9,18,Crops,0,0,0.0
10,18,Crops,0,1,0.4395262897014618
11,18,Crops,0,1,0.19228021800518036
12,18,Built-Up,0,1,0.11737758666276932
13,18,Built-Up,0,1,0.03818954899907112
14,18,Built-Up,0,1,0.24094298481941223
15,18,Crops,0,1,0.4939112365245819
16,18,Crops,0,1,0.3173590898513794
17,18,Crops,0,0,0.0
18,18,Crops,0,0,0.0
0,0,Crops,1,0,0.0
1,0,Crops,1,0,0.0
2,0,Built-Up,1,0,0.0
3,0,Built-Up,1,0,0.0
4,0,Built-Up,1,0,0.0
5,0,Grass,1,0,0.0
6,0,Crops,1,0,0.0
7,0,Crops,1,0,0.0
8,0,Crops,1,0,0.0
9,0,Crops,1,0,0.0
10,0,Grass,1,0,0.0
11,0,Shrub,1,0,0.0
12,0,Shrub,1,0,0.0
13,0,Shrub,1,0,0.0
14,0,Shrub,1,0,0.0
15,0,Shrub,1,0,0.0
16,0,Crops,1,0,0.0
17,0,Crops,1,0,0.0
18,0,Crops,1,0,0.0
0,1,Crops,1,0,0.0
1,1,Crops,1,0,0.0
2,1,Crops,1,0,0.0
3,1,Crops,1,0,0.0
4,1,Crops,1,0,0.0
5,1,Crops,1,0,0.0
6,1,Crops,1,0,0.0
7,1,Crops,1,0,0.0
8,1,Crops,1,0,0.0
9,1,Crops,1,0,0.0
10,1,Crops,1,2,0.18527206778526306
11,1,Grass,1,0,0.0
12,1,Grass,1,0,0.0
13,1,Shrub,1,0,0.0
14,1,Shrub,1,0,0.0
15,1,Shrub,1,0,0.0
16,1,Grass,1,0,0.0
17,1,Shrub,1,0,0.0
18,1,Crops,1,0,0.0
0,2,Built-Up,1,0,0.0
1,2,Crops,1,0,0.0
2,2,Crops,1,0,0.0
3,2,Crops,1,0,0.0
4,2,Crops,1,0,0.0
5,2,Crops,1,0,0.0
6,2,Crops,1,0,0.0
7,2,Built-Up,1,0,0.0
8,2,Crops,1,0,0.0
9,2,Grass,1,2,0.18568885326385498
10,2,Shrub,1,2,1.0
11,2,Shrub,1,2,0.5589210391044617
12,2,Shrub,1,2,0.15606509149074554
13,2,Crops,1,0,0.0
14,2,Shrub,1,0,0.0
15,2,Shrub,1,0,0.0
16,2,Shrub,1,0,0.0
17,2,Grass,1,0,0.0
18,2,Crops,1,0,0.0
0,3,Crops,1,0,0.0
1,3,Crops,1,0,0.0
2,3,Built-Up,1,0,0.0
3,3,Crops,1,0,0.0
4,3,Crops,1,0,0.0
5,3,Crops,1,0,0.0
6,3,Crops,1,0,0.0
7,3,Grass,1,0,0.0
8,3,Grass,1,0,0.0
9,3,Grass,1,0,0.0
10,3,Shrub,1,2,0.6184539794921875
11,3,Shrub,1,2,0.6883584260940552
12,3,Shrub,1,2,0.7943036556243896
13,3,Shrub,1,2,0.11610443890094757
14,3,Crops,1,2,0.1366816610097885
15,3,Shrub,1,2,0.7037690877914429
16,3,Shrub,1,0,0.0
17,3,Grass,1,0,0.0
18,3,Grass,1,0,0.0
0,4,Crops,1,0,0.0
1,4,Crops,1,0,0.0
2,4,Built-Up,1,0,0.0
3,4,Crops,1,0,0.0
4,4,Crops,1,0,0.0
5,4,Grass,1,0,0.0
6,4,Crops,1,0,0.0
7,4,Crops,1,0,0.0
8,4,Crops,1,0,0.0
9,4,Grass,1,0,0.0
10,4,Shrub,1,0,0.0
11,4,Shrub,1,0,0.0
12,4,Shrub,1,2,0.34383103251457214
13,4,Shrub,1,0,0.0
14,4,Shrub,1,0,0.0
15,4,Grass,1,0,0.0
16,4,Grass,1,2,0.42634153366088867
17,4,Grass,1,0,0.0
18,4,Grass,1,0,0.0
0,5,Crops,1,0,0.0
1,5,Grass,1,0,0.0
2,5,Grass,1,0,0.0
3,5,Grass,1,0,0.0
4,5,Crops,1,0,0.0
5,5,Crops,1,0,0.0
6,5,Crops,1,0,0.0
7,5,Crops,1,0,0.0
8,5,Crops,1,0,0.0
9,5,Grass,1,0,0.0
10,5,Grass,1,0,0.0
11,5,Grass,1,0,0.0
12,5,Shrub,1,2,0.015008262358605862
13,5,Shrub,1,0,0.0
14,5,Shrub,1,0,0.0
15,5,Grass,1,0,0.0
16,5,Grass,1,2,0.8472464084625244
17,5,Shrub,1,0,0.0
18,5,Grass,1,0,0.0
0,6,Grass,1,0,0.0
1,6,Tree,1,0,0.0
2,6,Tree,1,0,0.0
3,6,Grass,1,0,0.0
4,6,Crops,1,0,0.0
5,6,Crops,1,0,0.0
6,6,Crops,1,0,0.0
7,6,Crops,1,0,0.0
8,6,Crops,1,0,0.0
9,6,Crops,1,0,0.0
10,6,Crops,1,0,0.0
11,6,Crops,1,0,0.0
12,6,Crops,1,0,0.0
13,6,Grass,1,2,0.13638517260551453
14,6,Grass,1,0,0.0
15,6,Grass,1,0,0.0
16,6,Shrub,1,2,0.4974974989891052
17,6,Grass,1,2,0.035272181034088135
18,6,Grass,1,0,0.0
0,7,Grass,1,0,0.0
1,7,Tree,1,0,0.0
2,7,Tree,1,0,0.0
3,7,Tree,1,1,0.19778279960155487
4,7,Crops,1,0,0.0
5,7,Crops,1,0,0.0
6,7,Crops,1,0,0.0
7,7,Crops,1,0,0.0
8,7,Crops,1,0,0.0
9,7,Crops,1,0,0.0
10,7,Crops,1,0,0.0
11,7,Crops,1,0,0.0
12,7,Crops,1,0,0.0
13,7,Crops,1,2,0.2347317636013031
14,7,Crops,1,2,0.04563574120402336
15,7,Shrub,1,0,0.0
16,7,Shrub,1,0,0.0
17,7,Shrub,1,0,0.0
18,7,Shrub,1,0,0.0
0,8,Tree,1,0,0.0
1,8,Tree,1,0,0.0
2,8,Tree,1,0,0.0
3,8,Tree,1,0,0.0
4,8,Tree,1,0,0.0
5,8,Tree,1,0,0.0
6,8,Tree,1,0,0.0
7,8,Grass,1,0,0.0
8,8,Crops,1,0,0.0
9,8,Crops,1,0,0.0
10,8,Crops,1,0,0.0
11,8,Built-Up,1,0,0.0
12,8,Crops,1,0,0.0
13,8,Crops,1,0,0.0
14,8,Crops,1,2,0.31559109687805176
15,8,Grass,1,0,0.0
16,8,Shrub,1,0,0.0
17,8,Shrub,1,0,0.0
18,8,Shrub,1,0,0.0
0,9,Grass,1,0,0.0
1,9,Shrub,1,0,0.0
2,9,Shrub,1,0,0.0
3,9,Shrub,1,0,0.0
4,9,Tree,1,0,0.0
5,9,Tree,1,0,0.0
6,9,Tree,1,0,0.0
7,9,Tree,1,0,0.0
8,9,Crops,1,0,0.0
9,9,Crops,1,0,0.0
10,9,Crops,1,0,0.0
11,9,Crops,1,0,0.0
12,9,Grass,1,0,0.0
13,9,Grass,1,0,0.0
14,9,Grass,1,0,0.0
15,9,Grass,1,0,0.0
16,9,Shrub,1,0,0.0
17,9,Shrub,1,0,0.0
18,9,Shrub,1,0,0.0
0,10,Grass,1,0,0.0
1,10,Shrub,1,0,0.0
2,10,Tree,1,0,0.0
3,10,Tree,1,0,0.0
4,10,Tree,1,0,0.0
5,10,Shrub,1,0,0.0
6,10,Shrub,1,0,0.0
7,10,Tree,1,0,0.0
8,10,Tree,1,0,0.0
9,10,Crops,1,0,0.0
10,10,Crops,1,0,0.0
11,10,Crops,1,0,0.0
12,10,Crops,1,0,0.0
13,10,Grass,1,0,0.0
14,10,Grass,1,0,0.0
15,10,Grass,1,0,0.0
16,10,Grass,1,0,0.0
17,10,Grass,1,0,0.0
18,10,Crops,1,0,0.0
0,11,Grass,1,0,0.0
1,11,Tree,1,0,0.0
2,11,Tree,1,0,0.0
3,11,Tree,1,0,0.0
4,11,Tree,1,0,0.0
5,11,Tree,1,0,0.0
6,11,Tree,1,0,0.0
7,11,Tree,1,0,0.0
8,11,Tree,1,0,0.0
9,11,Tree,1,0,0.0
10,11,Grass,1,0,0.0
11,11,Crops,1,0,0.0
12,11,Crops,1,0,0.0
13,11,Grass,1,0,0.0
14,11,Grass,1,0,0.0
15,11,Grass,1,0,0.0
16,11,Grass,1,0,0.0
17,11,Grass,1,0,0.0
18,11,Crops,1,0,0.0
0,12,Grass,1,0,0.0
1,12,Grass,1,0,0.0
2,12,Shrub,1,0,0.0
3,12,Tree,1,0,0.0
4,12,Tree,1,0,0.0
5,12,Tree,1,0,0.0
6,12,Tree,1,0,0.0
7,12,Tree,1,0,0.0
8,12,Tree,1,0,0.0
9,12,Tree,1,0,0.0
10,12,Grass,1,0,0.0
11,12,Grass,1,0,0.0
12,12,Grass,1,0,0.0
13,12,Grass,1,0,0.0
14,12,Grass,1,0,0.0
15,12,Grass,1,0,0.0
16,12,Grass,1,0,0.0
17,12,Grass,1,0,0.0
18,12,Grass,1,0,0.0
0,13,Grass,1,0,0.0
1,13,Grass,1,0,0.0
2,13,Shrub,1,0,0.0
3,13,Shrub,1,0,0.0
4,13,Shrub,1,0,0.0
5,13,Tree,1,0,0.0
6,13,Tree,1,0,0.0
7,13,Tree,1,0,0.0
8,13,Tree,1,0,0.0
9,13,Grass,1,0,0.0
10,13,Crops,1,0,0.0
11,13,Grass,1,0,0.0
12,13,Tree,1,0,0.0
13,13,Tree,1,0,0.0
14,13,Grass,1,0,0.0
15,13,Grass,1,0,0.0
16,13,Grass,1,0,0.0
17,13,Tree,1,0,0.0
18,13,Grass,1,0,0.0
0,14,Crops,1,0,0.0
1,14,Grass,1,0,0.0
2,14,Grass,1,0,0.0
3,14,Tree,1,0,0.0
4,14,Tree,1,0,0.0
5,14,Tree,1,0,0.0
6,14,Tree,1,0,0.0
7,14,Tree,1,0,0.0
8,14,Tree,1,0,0.0
9,14,Tree,1,0,0.0
10,14,Built-Up,1,0,0.0
11,14,Crops,1,0,0.0
12,14,Crops,1,0,0.0
13,14,Grass,1,0,0.0
14,14,Grass,1,0,0.0
15,14,Tree,1,3,0.18910963833332062
16,14,Tree,1,0,0.0
17,14,Tree,1,0,0.0
18,14,Tree,1,0,0.0
0,15,Crops,1,0,0.0
1,15,Crops,1,0,0.0
2,15,Grass,1,0,0.0
3,15,Tree,1,0,0.0
4,15,Tree,1,0,0.0
5,15,Tree,1,0,0.0
6,15,Tree,1,0,0.0
7,15,Tree,1,0,0.0
8,15,Tree,1,0,0.0
9,15,Tree,1,0,0.0
10,15,Grass,1,0,0.0
11,15,Grass,1,0,0.0
12,15,Grass,1,0,0.0
13,15,Grass,1,0,0.0
14,15,Grass,1,0,0.0
15,15,Tree,1,0,0.0
16,15,Grass,1,0,0.0
17,15,Grass,1,0,0.0
18,15,Grass,1,0,0.0
0,16,Crops,1,0,0.0
1,16,Crops,1,0,0.0
2,16,Crops,1,0,0.0
3,16,Crops,1,0,0.0
4,16,Grass,1,0,0.0
5,16,Tree,1,0,0.0
6,16,Tree,1,0,0.0
7,16,Tree,1,0,0.0
8,16,Tree,1,0,0.0
9,16,Grass,1,0,0.0
10,16,Grass,1,0,0.0
11,16,Grass,1,0,0.0
12,16,Grass,1,0,0.0
13,16,Crops,1,0,0.0
14,16,Grass,1,0,0.0
15,16,Grass,1,4,0.05506785213947296
16,16,Grass,1,4,0.011051787994801998
17,16,Crops,1,0,0.0
18,16,Grass,1,0,0.0
0,17,Crops,1,0,0.0
1,17,Crops,1,0,0.0
2,17,Crops,1,0,0.0
3,17,Crops,1,0,0.0
4,17,Crops,1,0,0.0
5,17,Crops,1,0,0.0
6,17,Grass,1,0,0.0
7,17,Grass,1,0,0.0
8,17,Grass,1,0,0.0
9,17,Grass,1,0,0.0
10,17,Grass,1,0,0.0
11,17,Crops,1,0,0.0
12,17,Crops,1,0,0.0
13,17,Crops,1,0,0.0
14,17,Crops,1,0,0.0
15,17,Crops,1,0,0.0
16,17,Crops,1,4,0.33768200874328613
17,17,Crops,1,0,0.0
18,17,Crops,1,0,0.0
0,18,Built-Up,1,0,0.0
1,18,Crops,1,0,0.0
2,18,Crops,1,0,0.0
3,18,Crops,1,0,0.0
4,18,Crops,1,0,0.0
5,18,Crops,1,0,0.0
6,18,Crops,1,0,0.0
7,18,Grass,1,0,0.0
8,18,Grass,1,0,0.0
9,18,Crops,1,0,0.0
10,18,Crops,1,0,0.0
11,18,Crops,1,0,0.0
12,18,Crops,1,0,0.0
13,18,Crops,1,0,0.0
14,18,Tree,1,0,0.0
15,18,Crops,1,0,0.0
16,18,Crops,1,4,0.042043138295412064
17,18,Crops,1,0,0.0
18,18,Crops,1,0,0.0
0,0,Crops,2,0,0.0
1,0,Grass,2,0,0.0
2,0,Grass,2,0,0.0
3,0,Shrub,2,0,0.0
4,0,Shrub,2,0,0.0
5,0,Shrub,2,0,0.0
6,0,Shrub,2,0,0.0
7,0,Shrub,2,0,0.0
8,0,Shrub,2,0,0.0
9,0,Shrub,2,0,0.0
10,0,Shrub,2,0,0.0
11,0,Crops,2,0,0.0
12,0,Crops,2,2,0.09223857522010803
13,0,Crops,2,2,0.2914952039718628
14,0,Crops,2,2,0.3529648780822754
15,0,Crops,2,0,0.0
16,0,Shrub,2,0,0.0
17,0,Shrub,2,0,0.0
18,0,Crops,2,0,0.0
0,1,Crops,2,0,0.0
1,1,Grass,2,0,0.0
2,1,Grass,2,0,0.0
3,1,Grass,2,0,0.0
4,1,Grass,2,0,0.0
5,1,Grass,2,0,0.0
6,1,Shrub,2,0,0.0
7,1,Shrub,2,0,0.0
8,1,Shrub,2,0,0.0
9,1,Grass,2,0,0.0
10,1,Shrub,2,0,0.0
11,1,Crops,2,2,0.05408177152276039
12,1,Crops,2,2,0.3949160873889923
13,1,Crops,2,2,0.4895740747451782
14,1,Crops,2,2,0.45830896496772766
15,1,Crops,2,2,0.14169518649578094
16,1,Crops,2,0,0.0
17,1,Crops,2,0,0.0
18,1,Crops,2,0,0.0
0,2,Crops,2,0,0.0
1,2,Crops,2,0,0.0
2,2,Crops,2,0,0.0
3,2,Grass,2,0,0.0
4,2,Crops,2,0,0.0
5,2,Grass,2,0,0.0
6,2,Shrub,2,0,0.0
7,2,Shrub,2,0,0.0
8,2,Shrub,2,0,0.0
9,2,Grass,2,2,0.08780615031719208
10,2,Grass,2,2,0.6195975542068481
11,2,Crops,2,2,0.7665422558784485
12,2,Crops,2,2,1.0
13,2,Crops,2,2,0.5707460641860962
14,2,Crops,2,2,0.37335851788520813
15,2,Crops,2,2,0.06287501752376556
16,2,Crops,2,0,0.0
17,2,Crops,2,0,0.0
18,2,Crops,2,0,0.0
0,3,Crops,2,0,0.0
1,3,Crops,2,0,0.0
2,3,Crops,2,0,0.0
3,3,Crops,2,0,0.0
4,3,Grass,2,0,0.0
5,3,Grass,2,0,0.0
6,3,Grass,2,0,0.0
7,3,Grass,2,0,0.0
8,3,Grass,2,0,0.0
9,3,Grass,2,2,0.44151854515075684
10,3,Crops,2,2,0.8121028542518616
11,3,Crops,2,2,0.7857017517089844
12,3,Crops,2,2,0.4933432638645172
13,3,Crops,2,0,0.0
14,3,Crops,2,0,0.0
15,3,Crops,2,0,0.0
16,3,Crops,2,0,0.0
17,3,Crops,2,0,0.0
18,3,Crops,2,0,0.0
0,4,Crops,2,0,0.0
1,4,Crops,2,0,0.0
2,4,Crops,2,0,0.0
3,4,Grass,2,0,0.0
4,4,Grass,2,0,0.0
5,4,Grass,2,0,0.0
6,4,Grass,2,0,0.0
7,4,Grass,2,0,0.0
8,4,Grass,2,2,0.040329158306121826
9,4,Crops,2,2,0.5302708148956299
10,4,Crops,2,2,0.785670280456543
11,4,Crops,2,2,0.4794948697090149
12,4,Crops,2,0,0.0
13,4,Crops,2,0,0.0
14,4,Crops,2,0,0.0
