system:index,bio05,bio08,bio14,sampling_year,site_id,study_id,year,.geo
000000000000000004f7,302.4230041503906,301.1905822753906,4.18027448176872E-5,1,21,Alexandra_Maria_Klein_Coffea_canephora_Indonesia_2000_2001,2050,"{""type"":""Point"",""coordinates"":[120.34058274031075,-1.4024853815319043]}"
000000000000000004f8,302.4230041503906,301.1905822753906,4.18027448176872E-5,1,23,Alexandra_Maria_Klein_Coffea_canephora_Indonesia_2000_2001,2050,"{""type"":""Point"",""coordinates"":[120.32894894566232,-1.3980664123879394]}"
000000000000000004f9,302.4230041503906,301.1905822753906,4.18027448176872E-5,1,24,Alexandra_Maria_Klein_Coffea_canephora_Indonesia_2000_2001,2050,"{""type"":""Point"",""coordinates"":[120.35943581956472,-1.42434835399695]}"
00000000000000000509,293.1000671386719,290.8109436035156,4.078518941241782E-6,1,COF2,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.26854678965422,-3.232179398590245]}"
0000000000000000050a,306.4398193359375,304.02252197265625,3.961112270189915E-6,1,COF3,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.320597876251085,-3.2474651970014574]}"
0000000000000000050b,306.4398193359375,304.02252197265625,3.961112270189915E-6,1,COF4,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.32214518431664,-3.2808549456896605]}"
0000000000000000050c,306.4398193359375,304.02252197265625,3.961112270189915E-6,1,COF5,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.47067338130587,-3.2747994864590804]}"
0000000000000000050d,293.1000671386719,290.8109436035156,4.078518941241782E-6,1,HOM1,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.25462993526641,-3.1859964889797063]}"
0000000000000000050e,306.4398193359375,304.02252197265625,3.961112270189915E-6,1,HOM2,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.309200413958486,-3.2690338687969756]}"
0000000000000000050f,306.4398193359375,304.02252197265625,3.961112270189915E-6,1,HOM4,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.49246946725511,-3.3371109645799333]}"
00000000000000000510,306.38189697265625,304.1897888183594,4.399971203383757E-6,1,HOM5,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.60442857650503,-3.2729445004208477]}"
00000000000000000511,306.95892333984375,304.33135986328125,3.131170160486363E-6,1,SUN1,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.19449449845965,-3.2781661077544317]}"
00000000000000000512,306.4398193359375,304.02252197265625,3.961112270189915E-6,1,SUN2,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.27169491499795,-3.2351759144981607]}"
00000000000000000513,306.4398193359375,304.02252197265625,3.961112270189915E-6,1,SUN3,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.329025577242106,-3.2492087055133547]}"
00000000000000000514,306.4398193359375,304.02252197265625,3.961112270189915E-6,1,SUN4,Alice_Claßen_Coffea_arabica_Tanzania_2011_2012,2050,"{""type"":""Point"",""coordinates"":[37.32344724182424,-3.275414842404456]}"
000000000000000005c3,306.7403564453125,303.38812255859375,4.860454509980627E-7,1,He1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.87733233803997,-16.1248942110457]}"
000000000000000005c4,306.7403564453125,303.38812255859375,4.860454509980627E-7,1,He2P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.88288837795256,-16.121563262558777]}"
000000000000000005c5,306.72052001953125,303.5920104980469,2.646871450906474E-7,1,A1P1DF,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.41177543345389,-15.918781183052275]}"
000000000000000005c6,306.72052001953125,303.5920104980469,2.646871450906474E-7,1,A3P1DF,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.43538637353189,-15.909617730387442]}"
000000000000000005c7,306.5968933105469,303.38372802734375,4.697443500845111E-7,1,A1P0GO,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.54621733021529,-16.21711733903307]}"
000000000000000005c8,306.5968933105469,303.38372802734375,4.697443500845111E-7,1,A2P0GO,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.54372023362535,-16.21100837058985]}"
000000000000000005c9,306.5968933105469,303.38372802734375,4.697443500845111E-7,1,A3P0GO,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.54149960130074,-16.20711557537019]}"
000000000000000005ca,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,J2P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.60983086584374,-15.864059094924386]}"
000000000000000005cb,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,J1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.601496805974854,-15.86072814643746]}"
000000000000000005cc,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,W1P1NN,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.55455139008418,-15.85517210652487]}"
000000000000000005cd,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,W1P0NN,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.55650001724454,-15.854061790362561]}"
000000000000000005ce,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,W2P1N,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.556500017244545,-15.858783978378163]}"
000000000000000005cf,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,W2P0N,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.55816326193747,-15.857950126481164]}"
000000000000000005d0,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,W1P0S,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.55788679767216,-15.871559302896282]}"
000000000000000005d1,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,W1P0NS,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.55844418530384,-15.86434001829075]}"
000000000000000005d2,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,W1P1NS,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.55510877771586,-15.861281074968089]}"
000000000000000005d3,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,W2P0S,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.56121774615908,-15.868228354409357]}"
000000000000000005d4,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,L1P1,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.57261074935064,-15.972116490752542]}"
000000000000000005d5,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,L1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.575941697837564,-15.969895858427924]}"
000000000000000005d6,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,L2P1,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.57399752977827,-15.974618046443524]}"
000000000000000005d7,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,L2P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.577332937366236,-15.977396066399821]}"
000000000000000005d8,306.6488037109375,303.3876647949219,3.541906608006684E-7,1,L3P1,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.56844148986566,-15.984338886740037]}"
000000000000000005d9,306.30657958984375,303.0799255371094,2.149731130884902E-7,1,R1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.51121784604679,-15.695728030156808]}"
000000000000000005da,306.30657958984375,303.0799255371094,2.149731130884902E-7,1,R2P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.50399856144127,-15.697672198216102]}"
000000000000000005db,306.30657958984375,303.0799255371094,2.149731130884902E-7,1,R3P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.50149700575028,-15.69628095868743]}"
000000000000000005dc,306.72052001953125,303.5920104980469,2.646871450906474E-7,1,D1P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.33288501761633,-15.765450534228483]}"
000000000000000005dd,306.72052001953125,303.5920104980469,2.646871450906474E-7,1,D2P0,Davi_L_Ramos_Phaseolus_vulgaris L_Brazil_2015_2016,2050,"{""type"":""Point"",""coordinates"":[-47.33844105752892,-15.76933887034709]}"
0000000000000000065a,303.9947509765625,284.49755859375,2.9718095902353525E-5,1990,C1,David_Kleijn_Vaccinium_macrocarpon_USA_1990,2050,"{""type"":""Point"",""coordinates"":[-70.76353918092039,41.75978012529123]}"
0000000000000000065b,303.9947509765625,284.49755859375,2.9718095902353525E-5,1990,C2,David_Kleijn_Vaccinium_macrocarpon_USA_1990,2050,"{""type"":""Point"",""coordinates"":[-70.90779109999936,41.71338763793118]}"
0000000000000000065c,303.7291259765625,284.32550048828125,3.268515501986258E-5,1990,C3,David_Kleijn_Vaccinium_macrocarpon_USA_1990,2050,"{""type"":""Point"",""coordinates"":[-70.17848282720303,41.68664194981261]}"
0000000000000000065d,303.9947509765625,284.49755859375,2.9718095902353525E-5,1990,A1,David_Kleijn_Vaccinium_macrocarpon_USA_1990,2050,"{""type"":""Point"",""coordinates"":[-70.85727394416487,41.71196518469513]}"
0000000000000000065e,303.9947509765625,284.49755859375,2.9718095902353525E-5,1990,A2,David_Kleijn_Vaccinium_macrocarpon_USA_1990,2050,"{""type"":""Point"",""coordinates"":[-70.86241974678055,41.663650824781044]}"
0000000000000000065f,303.8026123046875,284.3382873535156,3.1903644412523136E-5,1990,A3,David_Kleijn_Vaccinium_macrocarpon_USA_1990,2050,"{""type"":""Point"",""coordinates"":[-70.26874395072687,41.68280712290664]}"
00000000000000000660,303.8026123046875,284.3382873535156,3.1903644412523136E-5,1990,N1,David_Kleijn_Vaccinium_macrocarpon_USA_1990,2050,"{""type"":""Point"",""coordinates"":[-70.33270083713644,41.72823644443916]}"
00000000000000000661,303.8026123046875,284.3382873535156,3.1903644412523136E-5,1990,N2,David_Kleijn_Vaccinium_macrocarpon_USA_1990,2050,"{""type"":""Point"",""coordinates"":[-70.29791538981851,41.72791984826435]}"
00000000000000000662,304.17010498046875,283.8360900878906,2.8036913136020303E-5,1991,C6,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-70.82275604291014,42.01123775189715]}"
00000000000000000663,304.017578125,284.19622802734375,2.8075521186110564E-5,1991,C5,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-70.75289530670581,41.86813182178891]}"
00000000000000000664,303.7291259765625,284.32550048828125,3.268515501986258E-5,1991,C3,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-70.17848282720303,41.68664194981261]}"
00000000000000000665,303.9947509765625,284.49755859375,2.9718095902353525E-5,1991,C1,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-70.76353918092039,41.75978012529123]}"
00000000000000000666,304.17010498046875,283.8360900878906,2.8036913136020303E-5,1991,C7,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-70.85732299427646,42.05037974094431]}"
00000000000000000667,304.12335205078125,284.0260314941406,2.922999374277424E-5,1991,C8,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-71.11356523631272,41.927576097932395]}"
00000000000000000668,303.9947509765625,284.49755859375,2.9718095902353525E-5,1991,C2,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-70.90779109999936,41.71338763793118]}"
00000000000000000669,303.8657531738281,284.1363830566406,2.8664373530773446E-5,1991,C4,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-70.73124637109133,41.823233133281775]}"
0000000000000000066a,304.12335205078125,284.0260314941406,2.922999374277424E-5,1991,C9,David_Kleijn_Vaccinium_macrocarpon_USA_1991,2050,"{""type"":""Point"",""coordinates"":[-71.18136586783038,41.98544631140402]}"
00000000000000000435,309.7401123046875,307.5397644042969,0.0,2000,citrus salta,Natacha_Chacoff_Citrus_paradisi_Argentina_2000,2050,"{""type"":""Point"",""coordinates"":[-64.40597585396992,-23.468855282028922]}"
00000000000000000436,309.7401123046875,307.5397644042969,0.0,2000,manero,Natacha_Chacoff_Citrus_paradisi_Argentina_2000,2050,"{""type"":""Point"",""coordinates"":[-64.44172000801434,-23.425972107197936]}"
00000000000000000437,309.6587829589844,307.45208740234375,5.572409023102409E-8,2000,penia colorada,Natacha_Chacoff_Citrus_paradisi_Argentina_2000,2050,"{""type"":""Point"",""coordinates"":[-64.36981254442648,-22.800141733447862]}"
00000000000000000438,309.7401123046875,307.5397644042969,0.0,2000,la toma,Natacha_Chacoff_Citrus_paradisi_Argentina_2000,2050,"{""type"":""Point"",""coordinates"":[-64.30494154230095,-23.362220339436824]}"
000000000000000000cd,303.5490417480469,302.4051818847656,1.0180361641687341E-5,2001,briggs_house,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.51666728806617,-17.300001111660293]}"
000000000000000000ce,303.5490417480469,302.4051818847656,1.0180361641687341E-5,2001,briggs_lease,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.51666728806617,-17.300001111660293]}"
000000000000000000cf,305.0744934082031,303.6155700683594,8.576457730669063E-6,2001,cescotta,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.43333114847832,-17.18333319169794]}"
000000000000000000d0,303.87225341796875,302.8135681152344,1.1003215149685275E-5,2001,cummings,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.55000352754175,-17.200001311435717]}"
000000000000000000d1,305.0744934082031,303.6155700683594,8.576457730669063E-6,2001,Kilpatrick,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.4666673879539,-17.150001411323434]}"
000000000000000000d2,305.0744934082031,303.6155700683594,8.576457730669063E-6,2001,Land,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.316667687617,-17.01666537162329]}"
000000000000000000d3,305.0744934082031,303.6155700683594,8.576457730669063E-6,2001,Lavers,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.43333114847832,-17.10000151121114]}"
000000000000000000d4,305.0744934082031,303.6155700683594,8.576457730669063E-6,2001,Samanes,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.43333114847832,-17.033333491361073]}"
000000000000000000d5,305.6736755371094,304.3487548828125,1.0871768608922139E-5,2001,Stewart,Saul_A_Cunningham_Annona_squamosa atemoya_Australia_2001,2050,"{""type"":""Point"",""coordinates"":[145.4166674878416,-16.899997451660933]}"
00000000000000000439,309.7401123046875,307.5397644042969,0.0,2001,citrus salta,Natacha_Chacoff_Citrus_paradisi_Argentina_2001,2050,"{""type"":""Point"",""coordinates"":[-64.40597585396992,-23.468855282028922]}"
0000000000000000043a,309.7401123046875,307.5397644042969,0.0,2001,manero,Natacha_Chacoff_Citrus_paradisi_Argentina_2001,2050,"{""type"":""Point"",""coordinates"":[-64.44172000801434,-23.425972107197936]}"
0000000000000000043b,309.6587829589844,307.45208740234375,5.572409023102409E-8,2001,penia colorada,Natacha_Chacoff_Citrus_paradisi_Argentina_2001,2050,"{""type"":""Point"",""coordinates"":[-64.36981254442648,-22.800141733447862]}"
0000000000000000043c,309.7401123046875,307.5397644042969,0.0,2001,la toma,Natacha_Chacoff_Citrus_paradisi_Argentina_2001,2050,"{""type"":""Point"",""coordinates"":[-64.30494154230095,-23.362220339436824]}"
0000000000000000043d,309.7401123046875,307.5397644042969,0.0,2002,citrus salta,Natacha_Chacoff_Citrus_paradisi_Argentina_2002,2050,"{""type"":""Point"",""coordinates"":[-64.40597585396992,-23.468855282028922]}"
0000000000000000043e,309.7401123046875,307.5397644042969,0.0,2002,manero,Natacha_Chacoff_Citrus_paradisi_Argentina_2002,2050,"{""type"":""Point"",""coordinates"":[-64.44172000801434,-23.425972107197936]}"
0000000000000000043f,309.6587829589844,307.45208740234375,5.572409023102409E-8,2002,penia colorada,Natacha_Chacoff_Citrus_paradisi_Argentina_2002,2050,"{""type"":""Point"",""coordinates"":[-64.36981254442648,-22.800141733447862]}"
00000000000000000440,309.7401123046875,307.5397644042969,0.0,2002,la toma,Natacha_Chacoff_Citrus_paradisi_Argentina_2002,2050,"{""type"":""Point"",""coordinates"":[-64.30494154230095,-23.362220339436824]}"
0000000000000000000c,306.50445556640625,305.3279724121094,2.7163723643752746E-5,2004,bar,Rachael_Winfree_Cucumis_melo_USA_2004,2050,"{""type"":""Point"",""coordinates"":[-75.40394282409832,40.17157764398435]}"
0000000000000000000d,306.31500244140625,304.3851013183594,2.821705857058987E-5,2004,del,Rachael_Winfree_Cucumis_melo_USA_2004,2050,"{""type"":""Point"",""coordinates"":[-75.1505989977468,40.296254109438706]}"
0000000000000000000e,306.5817565917969,304.67120361328125,2.7529491489985958E-5,2004,ker,Rachael_Winfree_Cucumis_melo_USA_2004,2050,"{""type"":""Point"",""coordinates"":[-74.7679724545527,40.341594248950145]}"
